태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
한빛태양광발전소,,경상남도 사천시 서포면 다평리 1411번지,,,,정상가동,94.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
휘수에너지,,경상남도 사천시 서포면 다평리 1411번지 15호,,,,정상가동,94.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
유의태양광발전소,,경상남도 사천시 서포면 다평리 1377번지 6호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.956451827,34.9922486036983,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
대호태양광발전소,경상남도 사천시 강청길 58-5 (용강동),,,,,정상가동,19.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,128.084047537206,34.9439738334626,경남,사천시,벌용동,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
(유)가람에너지[가람에너지태양광발전소],,경상남도 사천시 서포면 다평리 1396번지 6호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.956010543149,34.988264454309,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
송산태양광발전소,,경상남도 사천시 서포면 다평리 1411번지 9호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
송정태양광발전소,,경상남도 사천시 서포면 다평리 1411번지 7호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
B&W에너지태양광발전소,,경상남도 사천시 서포면 구평리 92번지 15호,,,,정상가동,99.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,127.992113129941,34.9975165333566,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
경준솔라태양광발전소,,경상남도 사천시 서포면 다평리 1411번지 18호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
사천구평리80.08kw태양광발전소,경상남도 사천시 서포면 사천대교로 730,,,,,정상가동,80.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.976514297719,35.0122523513675,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
세은태양광발전소,,경상남도 사천시 서포면 다평리 1411번지 3호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,127.953900729866,34.9890879314054,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
세진태양광발전소,,경상남도 사천시 곤명면 은사리 483번지 2호,,,,정상가동,96.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,127.898559735505,35.1388906234653,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
경암태양광발전소,,경상남도 사천시 축동면 가산리 526번지 1호,,,,정상가동,99.0,380,60,2014,발전사업용,,경상남도 사천시,,2024-10-07,128.039479998826,35.0890039550662,경남,사천시,축동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
제해건태양광발전소,,경상남도 사천시 죽림동 115번지,,,,정상가동,99.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.079337521706,34.9741581939611,경남,사천시,남양동,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
봉명태양광발전소,,경상남도 사천시 서포면 구랑리 691번지 3호,,,,정상가동,99.0,380,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,127.979618079237,35.0243046918763,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
와룡태양광발전소,,경상남도 사천시 서포면 구랑리 691번지,,,,정상가동,99.0,380,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,127.979618079237,35.0243046918763,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
(주)코엠에너지곤명태양광발전소,,경상남도 사천시 곤명면 마곡리 산 89번지,,,,정상가동,499.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,127.924116335668,35.1242346021093,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
사천미래태양광발전소,,경상남도 사천시 곤양면 환덕리 1140-1,,,,정상가동,849.0,22900,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,127.994399695689,35.0696149125094,경남,사천시,곤양면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
대령태양광발전소,경상남도 사천시 청송길 64-32 (향촌동),,,,,정상가동,99.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,128.107402133745,34.9311711576358,경남,사천시,향촌동,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
대한불교승가회신해사태양광발전소,경상남도 사천시 곤명면 경서대로 2821-46,,,,,정상가동,18.0,220,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,127.923256758385,35.1100356228279,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
해천태양광발전소,,경상남도 사천시 사등동 37번지,,,,정상가동,99.0,380,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,128.110979441809,34.9306195077996,경남,사천시,향촌동,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
정동농업협동조합,경상남도 사천시 정동면 상정대로 2540-52,,,,,정상가동,99.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,128.124233345504,35.0548272054675,경남,사천시,정동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
에코태양광발전소,,경상남도 사천시 사남면 우천리 1160번지,,,,정상가동,99.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,128.119077167111,35.0346061418567,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
해성태양광발전소,경상남도 사천시 사남면 화전1길 39-7,,,,,정상가동,18.0,220,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,128.084859238841,35.0510979016287,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
황금알태양광발전소3호기,,경상남도 사천시 사남면 우천리 384번지,,,,정상가동,97.0,380,60,2015,발전사업용,,경상남도 사천시,,2024-10-07,128.119913002704,35.0361921418779,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
자혜목장태양광발전소,경상남도 사천시 서포면 중촌로 296,,,,,정상가동,20.0,220,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,128.007693404263,34.9834264886458,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
학촌태양광발전소,경상남도 사천시 정동면 상정대로 2037,,,,,정상가동,99.0,380,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,128.156422785184,35.0357169666765,경남,사천시,정동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
노산태양광발전소,,경상남도 사천시 서금동 143번지 11호,,,,정상가동,20.0,380,60,2016,발전사업용,,경상남도 사천시,,2024-10-07,128.074828166203,34.9250851180812,경남,사천시,동서금동,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
자혜목장2호 태양광발전소,경상남도 사천시 서포면 중촌로 304,,,,,정상가동,19.0,220,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.007236299536,34.983302291763,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
진보골프 태양광발전소,경상남도 사천시 정동면 장삼길 36-152,,,,,정상가동,98.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.123732564997,35.0640120111543,경남,사천시,정동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
대경태양광발전소,경상남도 사천시 사남면 죽천3길 33,,,,,정상가동,12.0,220,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.068582860389,35.0474237416881,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
인솔루스 태양광발전소,경상남도 사천시 사남면 해안산업로 345,,,,,정상가동,193.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.047729812205,35.068574198229,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
이성태양광발전소,,경상남도 사천시 곤양면 환덕리 1028번지,,,,정상가동,19.0,220,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,127.994810995274,35.0624656382159,경남,사천시,곤양면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
화전태양광 발전소,,경상남도 사천시 사남면 화전리 1408번지,,,,정상가동,92.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,128.078312943179,35.0474672523499,경남,사천시,사남면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
부성썬 태양광 발전소,,경상남도 사천시 곤명면 추천리 556번지,,,,정상가동,99.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.939717662163,35.0869072568259,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
영흥썬 태양광 발전소,,경상남도 사천시 곤명면 추천리 556번지,,,,정상가동,99.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.939717662163,35.0869072568259,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
동강 태양광발전소,,경상남도 사천시 곤명면 초량리 612번지,,,,정상가동,94.0,380,60,2017,발전사업용,,경상남도 사천시,,2024-10-07,127.922388110345,35.1028764098343,경남,사천시,곤명면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
감곡 태양광발전소,,경상남도 사천시 정동면 감곡리 497번지 1호,,,,정상가동,100.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,128.141721795943,35.0511892886132,경남,사천시,정동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
이레 태양광 발전소,,경상남도 사천시 정동면 감곡리 67번지,,,,정상가동,193.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,128.163706118133,35.0490393098045,경남,사천시,정동면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
서포영농태양광발전소,,경상남도 사천시 서포면 다평리 1413번지,,,,정상가동,299.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.955364107585,34.9885819481551,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
이음태양광발전소,,경상남도 사천시 서포면 다평리 1413번지 2호,,,,정상가동,201.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.955364107585,34.9885819481551,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
도영태양광발전소,,경상남도 사천시 서포면 구평리 92번지 12호,,,,정상가동,99.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.992113129941,34.9975165333566,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
삼광 태양광 발전소,,경상남도 사천시 서포면 구평리 92번지 12호,,,,정상가동,99.0,380,60,2018,발전사업용,,경상남도 사천시,,2024-10-07,127.992113129941,34.9975165333566,경남,사천시,서포면,경상남도_사천시_태양광발전소전기사업허가정보_20241007.csv
